sentiment,content
hate,b It just sucks that Im stuck in an office  but I have you at Selfridges to look forward too
relief,b ohh yeahh with the showcase he said his artist will be outta town  so keep me posted as to the next one
worry,bdamn got caught eating my Cadbury Temptations by the brother Last  pieces gone  will get Bournville next time u have to earn it
worry,b where are you going tonight
sadness,bNothing like yoga to clear the mind and make you realize how crappy things really are
fun,b hahaha tempting but nvm la im quite a klutz  i actually fare better with my hp cam LOL
happiness,bchillin at home for the day yippeewish  was here to keep me company
neutral,bmy month daughters seperation anxiety is intense its killing me i cant leave her sight without her breaking into an anxiety attack
surprise,bDamnation I just woke up
neutral,b Hey Charicee How are u Are you going to come to Italy again please tell me yes
worry,bGoing to meet the new family Im babysitting for Wish I was still sleeeeping
enthusiasm,bI have myself barely  hrs of sleep and the Lord blessed me with what feels like  but it came with a sore throat  pumpin out this paper
hate,b  works sucks without being able to stream KWOD
sadness,bGAWD If only that dream actually happened last night
neutral,b Im at work
hate,bi hate feeling like this about him  i need a break away from everyone as soon as exams are over im defo off to portsmouth for a bit
fun,bdid U watch the spelling bee contest  winner Kavya Shivshankar  Impressive performance  i had not even heared most of the words b
sadness,blast day working for Tend
sadness,bmy ipod came back to me after visits to cali china and alaskabut its at home and im  work
sadness,bis ugh what a miserable looking day  degrees Where did summer go
sadness,bspent all morning watching Eddie Izzards Glorious SO funny realli shud hav studied thou
surprise,b Ayy  Okayyy It was nice seeing you kanina  gt I like your hair gt
worry,b I have a Palm now I would like an HTC HD but it costs  times more than my phone
worry,bGrrr I cant even practice Trumpet or vocals because my glands in my neck hurt too much Guitar it is then
worry,bis abit happier at the thought that Ashleigh amp Loocie with be here soonish but sad to miss her Sane  
sadness,bgutted vodafone wont repair my faulty Samsung Omnia due to non existent water damage  grrrrr
surprise,bOne load of washing put away and another load on Amazing how the house doesnt look any better for all my efforts
worry,bI am never going to get these pictures taken
worry,bJust had another Armyprovided root canal Not fun Im starving and craving lunch at Paloma Blanca Thats a long way from here
sadness,bJust started raining in earnest guess golf is off for today
surprise,bquotyeah them men love them blowjobsquot something you never want to hear your grandma say over breakfast talkin about charles barkley
neutral,bI woke up with a sore throat  Work tonight Grad practice in the morning hanging with family then GRADUATING FROM HIGH SCHOOL
neutral,bIts Friday its paydayoh yeah as a state employee I had  of  percent of my annual salary deducted from my paycheck
neutral,b OMG are u still naked  XDD omg i miss you so muuch
relief,bi got all my hair cut off its almost above my ears
fun,bIts already hot outside  thank goodness my car has amazing ac cyalater off to work
sadness,bpff Life sucks sometimes
sadness,b  Hurt my finger at work
neutral,b I dont think Im going camping
surprise,bsays ptour tom  hello school again shit 
neutral,bCurrently  in Msla not a cloud in the sky no humidity gonna get into the s today and Imworking
worry,btotally overstressed  going to work now  just want the college work to go away  i dont wanna fail
love,b Im blue  In other news you will love tonights DC
worry,bIve got a headache
worry,b praying you get better soon you sweet one  sorry your still not well
hate,bEVIL CREDIT CARD COMPANIES  God and just when I was starting to build my credit again  I get this stupid ding from them
sadness,b    i ahte stress its supposed to be friday it makes me wanna cry
neutral,bOh great  I suppose it was inevitable Id get spammed on Twitter too
worry,bAhh I forgot about the test today
hate,bGahh  This weather sucksss 
hate,bI really like how the weather widget on imac and iphone always predict different weathernot
love,bi saw some lovely skinny jeans today for  at a charity shop but they were just a little bit tight on my thighs  ahhh so annoying
sadness,b awww  dont do this to meee haha now youre gonna make me saddd
hate,b He is the truth But what about Maxwell You cant forget the future father of my children
fun,btrying to win tickets comon dc
neutral,bAmerican trade journalists ask PRs how are you almost  of the time UK journalists Ermnot so much   How come
worry,bMy sunburn is peeling
worry,bIts sooo hot day Put a ton of sunblock on before jogging still think my face burnt though
neutral,b I got a headache because of all the hard work today still not ready with a Heineken trying to finished up
neutral,b im alllllllllllllllllllllllllllll about that a nigga woke up late didnt get my breakfast wakenbake
worry,bAhhhh I think the rain is gonna begin shortly
neutral,b Have fun tomorrow night I think it will be more fun at a bar than art gallery Wish I could be there
love,bMuffins Muffins are delicious Muffins are neat I have no more muffins to eat
sadness,bYou know that rule that says always point the knife away from you Just  learned my lesson on that one Straight through my finger
sadness,bI think my cheap sunglasses are falling apart Oh well
hate,burgh i really hate that medicine
worry,bWants somebody to cheer her up
worry,bI guess you didnt hear the grumbles when kindle came out with no cover My purse eink screen  shortcut to broken screen  
sadness,bgetting bored of walking up and down the stairs
neutral,b for sureI still got  hrs till I will be home at the fridge  but then BEER BEER BEER lol
sadness,b you getting a ton of spam mail into your inbox I am too driving me insane
sadness,bIm officially on holiday A week in Center Parcs no internets  bye my peeps see you when I return
sadness,b  hugs for the bad day youre having
neutral,bi should be quotbus stalkingquot right nowi soo wish i were still meeting  today
neutral,bI CAME BACK THERE WAS A CAT OUT THERE
neutral,bOn the way home
neutral,b I should get out more often
sadness,bNO Keyboard Cat ishas been dead for YEARS Play yourself off Keyboard Cat
worry,bWake Up Darling
neutral,b Morrissey cancelled on me
worry,b that sounds yummy  Does it take quite a few almonds to get the amount you need  Nuts are expensive
sadness,bIm feeling very alone at the moment   MhIm going to leave now
neutral,bWoke up and watched Jon and Kate plus eight I tried to pretend like they were still a normail family
neutral,bWell watch amp wait amp tomorrow I can take anyone who needs to the dr wo having to take everyone elseNs cheeks amp ears red as my hair
surprise,b tip   at the very least make sure the bottle top is on securely and tightly
sadness,bim gonna fail this test miserably in history
sadness,bBack to reality boo
worry,bReally nervous about my animal rights presentation next period
worry,bFritz Roderick Von Hughes is sad to be in the kennel all day  
happiness,b I think so hahah geez lady  hours ago Go to bed Lack of sleep is bad for your skin
sadness,basylm yay registered but lost all my friends
worry,bStill sick at home
sadness,bgood news my flat is great at regulating temps in the heat bad news its sodding lovely outside and im working
sadness,bAll the people I talk to are GONE
worry,bWent to bed at  last night Woke up around  Holy crap  I need to get up EARLIER Like  Wish I could get up at  every day
neutral,bThe CIA said quotthe grass is always greener on the other sidequot alongside overconfident January
worry,bI cant believe tour is almost over
sadness,b a jo tak nic no
worry,b Likewise But I dont know anyone who uses gtalk and the likes so Im not holding much hope
sadness,b unfortunately I didnt leave the house in time
sadness,bOverslept While the extra sleep was nice it does play havoc with the days todo list
sadness,bGetting my phone taken away
neutral,b we tried to DM you but your not following us
